index,original_title,artist,startYear,endYear,image,url,museum,title,place,material,description,art_id_1,art_id_2,art_id_3,art_id_4,art_id_5,art_id_6,art_id_7,art_id_8,art_id_9,art_id_10
3905,L'âge d'argent,"Cranach l'ancien, Lucas ; Allemagne",1535.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000065650/0000720557_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010065650,louvre museum,silver age,cranach I ancient  Luke,drink  beech ,topic enigmatic many hypotheses have summer advances the more plausible hesiod the works and the days v where a adaptation latin by a poet letter of wittenberg nope again found to this day see flechsig p during this period who succeeds to and precedes of bronze monitoring him same of from hero then of of iron the men begin to to to beat with from sticks but not again with from weapons in metal signature sign low to right of snake wing tet in her mouth a ring emblem of i artist and date,3904,3909,4713,6450,1671,2063,3670,451,1524,3908
3906,"Portrait de Magdalena Luther, fille du réformateur Martin Luther","Cranach l'ancien, Lucas ; Allemagne",1539.0,1542.0,https://collections.louvre.fr/media/cache/large/0000000021/0000065613/0000720568_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010065613,louvre museum,"Portrait of Magdalena Luther, daughter of the reformer Martin Luther",cranach I ancient  Luke,drink  beech ,registration to setback of sign label printed to name of the gallery rosenber g wearing to stencil the other label more ancient nr,3904,3909,3902,4631,3908,3903,840,4842,1829,1830
3907,"Portrait de jeune fille devant un rideau rouge, avec, à gauche, une fenêtre ouverte sur un paysage","Cranach l'ancien, Lucas ; Allemagne",1500.0,1600.0,https://collections.louvre.fr/media/cache/large/0000000021/0000063668/0000397557_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010063668,louvre museum,"Portrait of a young girl in front of a red curtain, with, on the left, an open window on a landscape",cranach I ancient  Luke,drink,registration the hair of model is ornate of flowers and ribbon on which we bed the letters has  oh r oh,3909,3908,4808,3495,1691,1742,4288,3903,2425,4618
3908,Vénus debout dans un paysage,"Cranach l'ancien, Lucas ; Allemagne",1529.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000060928/0000739268_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010060928,louvre museum,Venus standing in a landscape,cranach I ancient  Luke,drink  beech ,dendrochronological of support by the dr to fart klein has established that whose is drawn the sign has summer beaten down in this who is compatible with the date of scope on the board typical example of those figures graceful and naked isolated in a countryside particularly refined and poetic with here to foot rock overcome of buildings a city gothic to bottom to right to reflecting in whose cranach to fi a true speciality see friedlander and rosenberg our p our p our p venus with where without cupid this venus not accompanied as often at the house of cranach of young cupid this latest sometimes represented in thief of honey by hint to text of theocrit idylls who compared the bites from bees to the injuries from arrows of to to note that the snake wing brand of cranach to confused skillfully with the pebbles of floor nature of brand stamp of wax to back stamp of wax of director general from museums alive denon ornate of double profile of ptolemy and of napoleon stamp charged by august desnoyers denon having summer director of museum central from arts then museum napoleon louvre of to signature s b  among the stones of snake wing tet in her mouth a ring emblem of and ,3903,3902,3909,3905,6006,3904,3906,4467,545,840
3909,Portrait de Jean-Frédéric le Magnanime (1503-1554),"Cranach l'ancien, Lucas ; Allemagne",1531.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000062472/0000738419_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010062472,louvre museum,Portrait of Jean-Frédéric the Magnanimous (1503-1554),cranach I ancient  Luke,drink  beech ,the jewel that door the prince to a chain is a whistle how oral of m bimbenet private registration to setback old label wearing a registration handwritten to rudimentary jeans frederic stripped by charles quien in rod hint to the battle of mühlberg in pain by luke state german signature signature mid height left of snake wing tet in her mouth a ring emblem of and ,3904,3903,3905,3908,559,3906,4713,3670,3576,558
3910,"Moines avec une lanterne dans un paysage éclairé par la lune, 1795","Cranch, John ; Grande-bretagne",1795.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000065038/0000135049_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010065038,louvre museum,"Monks with a Lantern in a Moonlit Landscape, 1795",notch  john,oil on cloth,john notch is a painter of gender and of landscapes picturesque by from effects  lighting nocturnal this work represented the halt in forest of of them monks enlightened by the moon and the lanterns that they carry the touch the treatment from foliage and from rocks in versus day the effects luminaries are rendered with strength signature sign and date in low to middle notch,6299,6225,2663,2330,3510,6298,1111,2218,3404,501
3911,Portrait de femme âgée,"Crauk, Charles Alexandre ; France",1858.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000055354/0000886188_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010055354,louvre museum,Portrait of elderly woman,crack  Charles alexander,cloth,registration registration handwritten setback frame museum of louvre setback cloth stencil black rf signature sign date to mid height to left ch crack,3912,5087,5889,4312,3056,5084,2756,6261,5184,4235
3912,Portrait d'homme fumant,"Crauk, Charles Alexandre ; France",1850.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000055355/0000886191_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010055355,louvre museum,Portrait of a smoking man,crack  Charles alexander,cloth,registration setback frame registration handwritten museum of louvre setback cloth relining stencil black rf signature sign date in low to left ch crack,3911,4312,5084,6261,5889,5179,5184,5758,2756,5155
3913,"La Vierge et l'Enfant Jésus avec les saints Dominique, Antoine, Augustin et les saintes Monique, Dorothée et Barbe","Crayer, Gaspard de ; Pays-Bas du Sud",1625.0,1650.0,https://collections.louvre.fr/media/cache/large/0000000021/0000066342/0000133690_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010066342,louvre museum,"The Virgin and Child Jesus with Saints Dominic, Anthony, Augustine and Saints Monica, Dorothea and Barbe",chalk  gaspard of,oil on cloth,the format hanger of high reported in and in has summer completed by the after to start of nineteenth s for form a rectangle the trace of hanger remaining good visible painted for the master altar of of priory from sisters augustine to seven fountains near of brussels design preparatory to ghent vlieghe to date toward,6319,1427,2140,2525,795,118,6058,1081,484,3442
3914,Le Christ en croix entre sainte Madeleine et saint François,"Crayer, Gaspard de ; Pays-Bas du Sud",1600.0,1650.0,https://collections.louvre.fr/media/cache/large/0000000021/0000063538/0000385525_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010063538,louvre museum,Christ on the cross between Saint Magdalene and Saint Francis,chalk  gaspard of,oil on cloth,painted for the capuchins of mechelen toward under of van dick to see the crucifixion of of dedermonde well iii toward in which the christ in cross is associated as here to holy francis to christ suffering and to holy madeleine the sinful repented who to confused with the mourner of tomb of christ representation typically devotional to the difference of that of van dick shared between story and mystical sketch in monochrome brown modello for the engraving to museum of holy quentin absent of corpus of vlieghe see foucart p,744,2418,1802,3202,2302,3701,1683,2440,795,6384
3915,Portrait équestre du marquis de Leganes,"Crayer, Gaspard de ; Pays-Bas du Sud ; Snayers, Pieter",1635.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000052642/0000912308_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010052642,louvre museum,Equestrian portrait of the Marquis of Leganes,chalk  gaspard of,cloth,registration to setback on the cloth to buffer black museum goya castres and on the frame amount lower label rectangular to edging blue amount left to pencil m crosses horizontal lower tracks  registrations where  assembly amount straight to pencil m in low to right he brands of leganes,189,1814,223,2463,222,6333,6013,2460,6441,4622
3916,L'Extase de saint Augustin,"Crayer, Gaspard de ; Pays-Bas du Sud",1600.0,1700.0,https://collections.louvre.fr/media/cache/large/0000000021/0000054259/0001010441_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010054259,louvre museum,The Ecstasy of Saint Augustine,chalk  gaspard of,cloth,registration cartridge in low to left opera holy augustini,4606,4970,6166,5077,6295,6159,88,4746,35,3807
3917,Paysage,"Crepin, Louis Philippe ; France",1700.0,1800.0,https://collections.louvre.fr/media/cache/large/0000000021/0000055357/0001015086_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010055357,louvre museum,Countryside,crepin  Louis philip,cloth,registration to setback on the cloth to stencil black inv,3918,1239,3006,4616,4617,4910,2756,5155,492,3609
3918,Paysage,"Crepin, Louis Philippe ; France",1700.0,1800.0,https://collections.louvre.fr/media/cache/large/0000000021/0000055356/0001015085_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010055356,louvre museum,Countryside,crepin  Louis philip,cloth,registration to setback on the cloth to stencil black inv,3918,1239,3006,4616,4617,4910,2756,5155,492,3609
3919,La Glorification de saint Bernardin de Sienne (1380-1444),"Creti, Donato ; Italie Émilie-Romagne Bologne",1700.0,1725.0,https://collections.louvre.fr/media/cache/large/0000000021/0000063913/0000313465_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010063913,louvre museum,The Glorification of Saint Bernardine of Siena (1380-1444),creti  donato,oil on cloth,format oval,3920,740,607,3394,5310,739,3393,1542,1632,79
3920,La Glorification de saint Antoine de Padoue (1195-1231),"Creti, Donato ; Italie Émilie-Romagne Bologne",1700.0,1725.0,https://collections.louvre.fr/media/cache/large/0000000021/0000063936/0000313464_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010063936,louvre museum,The Glorification of Saint Anthony of Padua (1195-1231),creti  donato,oil on cloth,format oval,3919,739,607,740,5310,1542,1632,5307,5490,3394
3921,"Portrait de Charles VI, roi de France","Creuse, Auguste de ; France",1800.0,1900.0,https://collections.louvre.fr/media/cache/large/0000000021/0000057482/0000975108_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010057482,louvre museum,"Portrait of Charles VI, King of France",dig  august of,cloth,the body is seen of face and the head tour of three quarters toward the right he door a garment brown embroidered of fur and a chain  gold to his neck,3922,2645,3553,2720,4834,184,4870,3741,3738,4997
3922,"Portrait de Louis IX (Saint Louis), roi de France","Creuse, Auguste de ; France",1800.0,1900.0,https://collections.louvre.fr/media/cache/large/0000000021/0000057481/0000975107_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010057481,louvre museum,"Portrait of Louis IX (Saint Louis), King of France",dig  august of,cloth,he is seen of three quarters turned toward the left the head naked and wearing a coat of velvet blue fleurdelysé,3921,4813,3553,5372,3768,782,2983,3741,4870,3513
3923,"Saint Jacques de la Marche (1393-1476) avec deux donateurs agenouillés, dit parfois à tort Saint Bernardin de Sienne","Crivelli, Carlo ; Italie Vénétie Venise",1477.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000064988/0000395840_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010064988,louvre museum,"Saint Jacques de la Marche (1393-1476) with two kneeling donors, sometimes wrongly called Saint Bernardin of Siena",crivelli  Carl,oil on drink  poplar ,surface painted polylobed to the part superior and slightly cut off on the left copy on cloth presumably of sixteenth century to the pinacoteca vaticana filed in the apartments private of sovereign pontiff signature s in uppercase letters and  on the cartellino ops caroli crivelli veneto registration in uppercase letters to  to above of parapet beatus iacobus of ascvlo of the mar that,5458,2260,5976,6052,484,3329,4607,2137,3355,6058
3924,L'Annonciation,"Crivelli, Giovanni di Tommasino ; Italie",1440.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000053940/0000750894_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010053940,louvre museum,The Annunciation,crivelli  giovanni said Tommasino,bottom  gold on drink  poplar ,registration to above from fingers of i angel thank you full,31,3366,3361,1131,5078,3359,3363,3220,3364,5293
3925,Saint Michel,"Crivelli, Vittorio ; Italie",1400.0,1500.0,https://collections.louvre.fr/media/cache/large/0000000021/0000053528/0000731786_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010053528,louvre museum,Saint Michel,crivelli  victorio,cloth,registration to setback weapons of the family erioni and of the family piccolimini,3926,777,5525,5926,3724,53,3355,952,13,3351
3926,Saint Pierre,"Crivelli, Vittorio ; Italie",1400.0,1500.0,https://collections.louvre.fr/media/cache/large/0000000021/0000053529/0000731787_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010053529,louvre museum,Saint Pierre,crivelli  victorio,cloth,registration to setback weapons of the family erioni and of the family piccolimini,3925,777,5525,3724,5926,952,3355,53,3351,2039
3927,La Vierge et l'Enfant trônant entre deux anges,"Crivelli, Vittorio ; Italie",1497.0,1501.0,https://collections.louvre.fr/media/cache/large/0000000021/0000053530/0000731763_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010053530,louvre museum,The Virgin and Child enthroned between two angels,crivelli  victorio,drink  poplar ,registration date on the throne to left signature sign on a cartel to left of the virgin opus vittoris crivelli venetian,3359,36,2033,3924,3220,1131,5115,4602,6307,31
